ID,Область,Місто/СМТ,Категорія,Назва,Адреса,Телефон,Ціна,Instagram,Google Maps,Басейн,Будинок,Альтанка,Чан,Сауна/Баня,Рибалка,Для двох,Для компанії,Басейн сезонний,Басейн цілорічний
81,Вінницька,Калинівка,Басейн коплекс,Svoї Family Place,"вул.Незалежності,32є",068-278-46-01,"від 500,00 грн",https://www.instagram.com/svoi.family.place/,"https://www.google.com/maps/search/%D0%9D%D0%B5%D0%B7%D0%B0%D0%BB%D0%B5%D0%B6%D0%BD%D0%BE%D1%81%D1%82%D1%96+32%D1%94,+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D1%96%D0%B2%D0%BA%D0%B0,+%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D0%B0/@49.4532564,28.5124644,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI2MDcxOS4wIKXMDSoASAFQAw%3D%3D",так,ні,ні,ні,ні,ні,так,так,так,ні
82,Вінницька,Турбів,Риболовля,Файна Пристань,"вул.Червона Гірка,98",068-888-10-10,"від 3000,00 грн/доба",https://www.instagram.com/faina_prystan/,"https://www.google.com/maps/place/49%C2%B019'52.7%22N+28%C2%B044'56.5%22E/@49.3313019,28.7464444,17z/data=!3m1!4b1!4m4!3m3!8m2!3d49.3313019!4d28.7490193?entry=ttu&g_ep=EgoyMDI2MDcxOS4wIKXMDSoASAFQAw%3D%3D",ні,так,так,так,так,так,ні,так,ні,ні
83,Вінницька,Корделівка,Оренда подобово,Наша Дача,Корделівка,068-018-74-79,"від 4000,00 грн/доба",https://www.instagram.com/nasha_dacha.vin/,"https://www.google.com/maps/place/Nasha_dacha/@49.5152033,28.54502,17z/data=!3m1!4b1!4m6!3m5!1s0x472d170055f0a849:0xdf926b88be2055a3!8m2!3d49.5152033!4d28.54502!16s%2Fg%2F11mdwkjn6k?entry=ttu&g_ep=EgoyMDI2MDcxOS4wIKXMDSoASAFQAw%3D%3D",так,так,так,так,ні,ні,так,ні,так,ні
84,Вінницька,Кунка,Риболовля,Озеро Кунка,Кунка,067-994-41-61,"від 1000,00 грн",https://www.instagram.com/ozero_kunka/,google.com/maps?sca_esv=36d287bdbbc71431&output=search&q=озеро+кунка+карта&source=lnms&fbs=ABfTbFWFprRoPUaCyUKwoESzlcK84x9vVMej93GLxQjcxez-a6jjZ1a64CxD7z72NIQJmuTzMw71pvJvnvuyynTOj5LKRWX9JJFOZbOAYsNTDNxmHC7X6LjW8urxNAZ_vloaugcMFoUWPGabdV6ZkWIL281inlmheMskKufIH1x4JRn2MBSViht-fuNA5bWIoOP4AtgWd6en5l0-fzzK8v0vlb2Vx6NQuE98Hgy5NP9q8340t0-8YlfyFJaqt4VVgfR0TcA70qE_iHTDybzyD61h7X5YF_8SLg&entry=mc&ved=1t:200715&ictx=111,ні,так,так,ні,ні,так,ні,ні,ні,ні
85,Вінницька,Вінницькі Хутори,Риболовля,Ставія Vin,Вінницьки Хутори (Немирівське шосе),096-624-97-03,"від 300,00 грн",https://www.tiktok.com/@stavia.vin?_r=1&_t=ZS-98Djrk05Jeq,,ні,ні,так,ні,ні,так,ні,так,ні,ні
86,Вінницька,Сабарів,Оренда подобово,Чан і Пар,Сабарів,097-965-41-28,"від 15000,00 грн/доба",https://www.instagram.com/chan_i_par_vn/,"https://www.google.com/maps/search/%D1%81%D0%B0%D0%B1%D0%B0%D1%80%D1%96%D0%B2/@49.1927405,28.4551293,17.07z?entry=ttu&g_ep=EgoyMDI2MDcxOS4wIKXMDSoASAFQAw%3D%3D",так,так,ні,так,так,ні,так,так,так,ні
87,Вінницька,Воробіівка,Риболовля,Кемпінг Воробіївський,"вул.Садова,72",068-023-55-90,"від 250,00 грн",https://www.instagram.com/camping.vorobiyevskiy/,"https://www.google.com/maps/place/%D0%9A%D0%B5%D0%BC%D0%BF%D1%96%D0%BD%D0%B3+%D0%92%D0%BE%D1%80%D0%BE%D0%B1%D1%96%D1%97%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9,+%D0%B2%D1%83%D0%BB.+%D0%A1%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0,+72,+c,+%D0%92%D0%BE%D1%80%D0%BE%D0%B1%D1%96%D1%97%D0%B2%D0%BA%D0%B0,+%D0%92%D1%96%D0%BD%D0%BD%D0%B8%D1%86%D1%8C%D0%BA%D0%B0+%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C,+22844/data=!4m2!3m1!1s0x40cd5395704dd355:0xcdff71ea61d85c14?utm_source=mstt_1&entry=gps&lucs=47068615&g_ep=CAESCjExLjgxLjE1MDIYACDXggMqCDQ3MDY4NjE1QgJVQQ%3D%3D",ні,так,так,ні,ні,так,ні,так,ні,ні
88,Вінницька,Гунька,Риболовля,озеро Гунька,Гунька,,,,"https://www.google.com/maps/dir/49.229327,28.409386/%D0%9D%D0%B5%D0%BC%D0%B8%D1%80%D1%96%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9+%D1%80%D0%B0%D0%B9%D0%BE%D0%BD,+%D0%92%D1%96%D0%BD%D0%BD%D0%B8%D1%86%D1%8C%D0%BA%D0%B0+%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C/@48.9742472,28.7634185,12.83z/data=!4m10!4m9!1m1!4e1!1m5!1m1!1s0x40d2a9db668ccdb7:0x10f661c4e92b1210!2m2!1d28.8357182!2d49.0011439!3e0?entry=ttu&g_ep=EgoyMDI2MDcxOS4wIKXMDSoASAFQAw%3D%3D",ні,ні,ні,ні,ні,так,ні,ні,ні,ні
89,Вінницька,Якушинці,Риболовля,озеро Цукерня,Якушинці,098-223-22-22,"від 700,00 грн",https://www.facebook.com/ZUKERNYA/?locale=uk_UA,google.com/maps?vet=10CAAQoqAOahcKEwiYhr2Lh-SVAxUAAAAAHQAAAAAQCQ..i&pvq=CgwvZy8xMTNodF9fNm0iHwoZ0L7Qt9C10YDQviDRhtGD0LrQtdGA0L3RjxACGAM&lqi=ChnQvtC30LXRgNC-INGG0YPQutC10YDQvdGPSNP5__yNgYCACForEAAQARgAGAEiGdC-0LfQtdGA0L4g0YbRg9C60LXRgNC90Y8qBggCEAAQAZIBDGZpc2hpbmdfY2FtcA&fvr=1&cs=1&um=1&ie=UTF-8&fb=1&gl=ua&sa=X&ftid=0x472d5da9890557cb:0xa6677afb7aec4e32,ні,ні,ні,ні,ні,так,ні,ні,ні,ні
90,Вінницька,Лисогірка,Риболовля,ставок Рибальський табір,Лисогірка,096-417-57-23,"від 700,00 грн",,"google.com/maps?gs_lcrp=EgZjaHJvbWUqDQgBEC4YrwEYxwEYgAQyBwgAEAAYgAQyDQgBEC4YrwEYxwEYgAQyBggCEEUYOTIHCAMQABiABDIICAQQABgWGB4yCAgFEAAYFhgeMggIBhAAGBYYHjIICAcQABgWGB4yCAgIEAAYFhgeMggICRAAGBYYHtIBCDYzNjJqMGo3qAIAsAIA&um=1&ie=UTF-8&fb=1&gl=ua&sa=X&geocode=KfNycdlCfS1HMW_ZOMamODDM&daddr=Unnamed+Road,+Лисогірка,+Вінницька+область,+22351",ні,ні,так,ні,ні,так,ні,ні,ні,ні
91,Вінницька,Бохоники,Оренда подобово,Prolisok,вул.Садова,097-722-47-42,"від 4200,00 грн/доба",https://www.instagram.com/a_frame.prolisok/,"https://www.google.com/maps/dir//%D0%91%D1%83%D0%B4%D0%B8%D0%BD%D0%BE%D1%87%D0%BE%D0%BA+%D0%B4%D0%BB%D1%8F+%D0%B2%D1%96%D0%B4%D0%BF%D0%BE%D1%87%D0%B8%D0%BD%D0%BA%D1%83+Prolisok,+%D0%A1.+%D0%91%D0%BE%D1%85%D0%BE%D0%BD%D0%B8%D0%BA%D0%B8,+%D0%B2%D1%83%D0%BB.+%D0%A1%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0,+%D0%92%D1%96%D0%BD%D0%BD%D0%B8%D1%86%D1%8F,+%D0%92%D1%96%D0%BD%D0%BD%D0%B8%D1%86%D1%8C%D0%BA%D0%B0+%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C,+23238/@49.2306432,28.3992237,14z/data=!4m8!4m7!1m0!1m5!1m1!1s0x472d5fa7b6a65dad:0x29125b0e53ecce59!2m2!1d28.3841449!2d49.1726528?hl=uk-UA&entry=ttu&g_ep=EgoyMDI2MDcxOS4wIKXMDSoASAFQAw%3D%3D",так,так,ні,ні,так,ні,так,ні,так,ні
92,Вінницька,Майдан Чапельський,Відпочинок,Forestbanya,"вул.Некрасова,3",096-809-80-85,"від 700,00 грн",https://www.instagram.com/forestbanya.vn/,"https://www.google.com/maps/@49.1882333,28.5352791,17z?entry=ttu&g_ep=EgoyMDI2MDcxOS4wIKXMDSoASAFQAw%3D%3D",ні,ні,ні,так,так,ні,так,так,ні,ні
93,Вінницька,Гущинці,Заміський комплекс,Palma Club,"вул.Лісова,1",097-167-78-69,"від 3000,00 грн/доба",https://www.instagram.com/palma.club.resort/,"https://www.google.com/maps/place/Palma+club/@49.4438438,28.3714614,17z/data=!3m1!4b1!4m6!3m5!1s0x472d6dc9b70e3ea7:0x26f3fa5b87deeee8!8m2!3d49.4438438!4d28.3714614!16s%2Fg%2F11mcql3mrr?entry=ttu&g_ep=EgoyMDI2MDcxOS4wIKXMDSoASAFQAw%3D%3D",так,так,так,так,так,так,ні,так,так,ні
94,Вінницька,Мелешків,Риболовля,озеро Мелешків,вул.Соборна,098-202-68-74,"від 2000,00 грн",https://www.instagram.com/sport_lake_meleshkiv/reels/,"https://www.google.com/maps/place/%D0%A1%D0%BF%D0%BE%D1%80%D1%82%D0%B8%D0%B2%D0%BD%D0%B5+%D0%BE%D0%B7%D0%B5%D1%80%D0%BE+%D0%BC%D0%B5%D0%BB%D0%B5%D1%88%D0%BA%D1%96%D0%B2/@48.717873,29.5158807,15z/data=!4m15!1m8!3m7!1s0x40cd81f6d7d9ad8f:0xc1682c42a19122ee!2z0JzQtdC70LXRiNC60ZbQsiwg0JLRltC90L3QuNGG0YzQutCwINC-0LHQu9Cw0YHRgtGMLCAyMzc2MQ!3b1!8m2!3d48.7177585!4d29.5237166!16s%2Fg%2F121v2hht!3m5!1s0x40cd81007688d5bf:0x2892f54a2403cdec!8m2!3d48.7201687!4d29.5292739!16s%2Fg%2F11zctb7ktj?entry=ttu&g_ep=EgoyMDI2MDcxOS4wIKXMDSoASAFQAw%3D%3D",ні,ні,так,ні,ні,так,ні,ні,ні,ні
