ID,Область,Місто/СМТ,Категорія,Назва,Адреса,Телефон,Ціна,Instagram,Google Maps,Басейн,Будинок,Альтанка,Чан,Сауна/Баня,Рибалка,Для двох,Для компанії,Басейн сезонний,Басейн цілорічний
1,Вінницька,Стрижавка,Готельно-рестораний комплекс,Гостевія,"Урочище таборів відпочинку,1",096-507-10-22   099-507-12-22,"від 1000,00 грн/доба",https://www.instagram.com/gosteviya/,"https://www.google.com.ua/maps/place/%D0%9A%D0%BE%D0%BC%D0%BF%D0%BB%D0%B5%D0%BA%D1%81+%D0%B2%D1%96%D0%B4%D0%BF%D0%BE%D1%87%D0%B8%D0%BD%D0%BA%D1%83+%22%D0%93%D0%BE%D1%81%D1%82%D0%B5%D0%B2%D1%96%D1%8F%22/@49.348382,28.5093036,17z/data=!4m9!1m2!2m1!1z0LPQvtGB0YLQtdCy0ZbRjw!3m5!1s0x472d41925ad30fd1:0x8c2c893e5c2e20c5!8m2!3d49.3482344!4d28.5127643!15sChDQs9C-0YHRgtC10LLRltGPkgEQYW11c2VtZW50X2NlbnRlcuABAA?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",ні,так,так,так,так,ні,так,так,ні,ні
2,Вінницька,Комарів,База відпочинку,Комарово,"вул. Савчука, 20",097-502-07-07  098-317-72-21 067-293-73-25 098-069-96-99,"від 2000,00 грн/доба",https://www.instagram.com/comarovo_club/,"https://www.google.com.ua/maps/place/%22Komarovo%22+Baza+Vidpochynku+Ta+Rybolovli/@49.140353,28.6784531,17z/data=!4m14!1m7!3m6!1s0x472d53e4359cb46d:0xbe29de32b384a006!2s%22Komarovo%22+Baza+Vidpochynku+Ta+Rybolovli!8m2!3d49.140353!4d28.681028!16s%2Fg%2F11bt_j7p70!3m5!1s0x472d53e4359cb46d:0xbe29de32b384a006!8m2!3d49.140353!4d28.681028!16s%2Fg%2F11bt_j7p70?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",так,так,так,так,так,так,так,так,так,ні
3,Вінницька,Стрижавка,База відпочинку,Зачароване озеро,"Урочище таборів відпочинку,1",066-000-22-22 067-195-97-04,"від 1500,00 грн/доба",https://www.instagram.com/zacharovane_ozero/,"https://www.google.com/maps/place/%D0%97%D0%B0%D1%87%D0%B0%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%B5+%D0%BE%D0%B7%D0%B5%D1%80%D0%BE/@49.3476223,28.5009243,17z/data=!3m1!4b1!4m6!3m5!1s0x472d4180f19a951b:0xd918aaf2cdbb04ab!8m2!3d49.3476223!4d28.5034992!16s%2Fg%2F11by_x55b_?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",так,так,так,так,так,ні,так,так,так,ні
4,Вінницька,Стрижавка,Готельно-рестораний комплекс,Дубовий гай Казка,"Урочище таборів відпочинку,1",093-696-04-02 096-696-04-02,"від 2000,00 грн/доба",https://www.instagram.com/kazka_restaurant_and_hotel?igshid=YmMyMTA2M2Y%3D,google.com/maps?vet=10CAAQoqAOahcKEwjogP_cicGVAxUAAAAAHQAAAAAQMg..i&pvq=CgwvZy8xcHAydHpiNDM&fvr=1&cs=1&um=1&ie=UTF-8&fb=1&gl=ua&sa=X&ftid=0x472d422ed8918723:0x1f057e3f48b7b2ab,ні,так,так,ні,так,ні,так,так,ні,ні
5,Вінницька,Сосонка,База відпочинку,RichPark,вул. Миру,096-098-95-95,"від 4500,00 грн/доба",https://www.instagram.com/rich.park.vin/,"google.com/maps?q=вулиця+Миру,+Сосонка,+Вінницька+область,+Україна",так,так,так,так,так,так,так,так,так,ні
6,Вінницька,Стрижавка,Басейн коплекс,Lastivka,"вул. Туристична, 2",068-323-33-53,,https://www.instagram.com/lastivka.residence.vn/,"google.com/maps?q=вулиця+Туристична,+2,+Стрижавка,+Вінницька+область,+Україна",так,ні,так,ні,так,ні,так,так,так,ні
7,Вінницька,Стрижавка,База відпочинку,Верховина,вул. Першотравнева,098-700-31-66,"від 3000,00 грн/доба",https://www.instagram.com/verhovyna_residence/,"https://www.google.com/maps/place/%D0%91%D0%B0%D0%B7%D0%B0+%D0%B2%D1%96%D0%B4%D0%BF%D0%BE%D1%87%D0%B8%D0%BD%D0%BA%D1%83+%C2%AB%D0%92%D0%B5%D1%80%D1%85%D0%BE%D0%B2%D0%B8%D0%BD%D0%B0%C2%BB/@49.3129897,28.4558086,17z/data=!3m1!4b1!4m6!3m5!1s0x472d430003634afb:0xb8224e7dd12c1cfd!8m2!3d49.3129897!4d28.4558086!16s%2Fg%2F11w2_g4wxr?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",так,так,ні,ні,ні,ні,так,ні,так,ні
8,Вінницька,Стадниця,База відпочинку,На Яру,"вул. Молодіжна, 46",097-967-74-49 063-106-18-55,"від 2000,00 грн/доба",https://www.instagram.com/na.yaru.vn/,"https://www.google.com/maps/place/%D0%B2%D1%83%D0%BB%D0%B8%D1%86%D1%8F+%D0%9C%D0%BE%D0%BB%D0%BE%D0%B4%D1%96%D0%B6%D0%BD%D0%B0,+46,+%D0%A1%D1%82%D0%B0%D0%B4%D0%BD%D0%B8%D1%86%D1%8F,+%D0%92%D1%96%D0%BD%D0%BD%D0%B8%D1%86%D1%8C%D0%BA%D0%B0+%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C,+23241/@49.2759498,28.6042625,17z/data=!3m1!4b1!4m6!3m5!1s0x472d45a0c32db0af:0x53e1197acb660111!8m2!3d49.2759498!4d28.6068374!16s%2Fg%2F11grv93fdt?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",так,так,так,так,так,ні,так,так,так,ні
9,Вінницька,Слобода-Дашковецька,Заміський комплекс,Трава,"вул. Гуменюка, 52",063-433-13-88,"від 6000,00 грн/доба",https://www.instagram.com/trava_vinnitsa/,"https://www.google.com/maps/place/%D0%B2%D1%83%D0%BB%D0%B8%D1%86%D1%8F+%D0%93%D1%83%D0%BC%D0%B5%D0%BD%D1%8E%D0%BA%D0%B0,+52,+%D0%A1%D0%BB%D0%BE%D0%B1%D0%BE%D0%B4%D0%B0-%D0%94%D0%B0%D1%88%D0%BA%D0%BE%D0%B2%D0%B5%D1%86%D1%8C%D0%BA%D0%B0,+%D0%92%D1%96%D0%BD%D0%BD%D0%B8%D1%86%D1%8C%D0%BA%D0%B0+%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C,+23224/@49.2493822,28.278428,17z/data=!3m1!4b1!4m5!3m4!1s0x472d673deb1584c1:0xfa0c7749735579e6!8m2!3d49.2493822!4d28.2810029?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",так,так,так,ні,так,ні,так,так,так,ні
10,Вінницька,Лука-Мелешківська,База відпочинку,Кльове Місце,Тиврівське шосе,067-911-95-14,"від 1700,00 грн/доба",https://www.instagram.com/klevoemesto.vn.ua/,"https://www.google.com.ua/maps/place/%D0%91%D0%92+%C2%AB%D0%9A%D0%BB%D1%8C%D0%BE%D0%B2%D0%B5+%D0%BC%D1%96%D1%81%D1%86%D0%B5%C2%BB/@49.138035,28.5352699,15z/data=!4m6!3m5!1s0x472d576ab6e4a8c5:0xc341d303bf061438!8m2!3d49.138035!4d28.5352699!16s%2Fg%2F12hm_xl09?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",так,так,так,так,так,так,ні,так,так,ні
11,Вінницька,Гармаки,Заміський комплекс,Гармаки,"вул. Леніна, 43",098-079-31-99 073-033-82-82,"від 1000,00 грн/доба",https://www.instagram.com/rodinnegnizdo/,"https://www.google.com/maps/dir/49.2306432,28.4000256/%D0%B2%D1%83%D0%BB.+%D0%A1%D0%BE%D0%B1%D0%BE%D1%80%D0%BD%D0%B0,+43,+%D0%93%D0%B0%D1%80%D0%BC%D0%B0%D0%BA%D0%B8,+%D0%92%D1%96%D0%BD%D0%BD%D0%B8%D1%86%D1%8C%D0%BA%D0%B0+%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C,+23011/@49.1320041,27.3191851,9z/data=!3m1!4b1!4m9!4m8!1m1!4e1!1m5!1m1!1s0x47326267b264a2b5:0xe4c3994d670b87ae!2m2!1d27.5568593!2d49.1032188?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",так,так,так,ні,ні,ні,так,так,так,ні
12,Вінницька,Губник,Заміський комплекс,Губник,"вул. Набережна, 72",098-079-31-99 073-033-82-83,"від 2000,00 грн/доба",https://www.instagram.com/rodinnegnizdo/,"https://www.google.com/maps/dir/49.2306432,28.4000256/%D0%93%D0%BE%D1%81%D1%82%D0%B8%D0%BD%D0%BD%D0%B0+%D1%81%D0%B0%D0%B4%D0%B8%D0%B1%D0%B0+%22%D0%A0%D0%BE%D0%B4%D0%B8%D0%BD%D0%BD%D0%B5+%D0%B3%D0%BD%D1%96%D0%B7%D0%B4%D0%BE%22,+%D1%81.+%D0%93%D1%83%D0%B1%D0%BD%D0%B8%D0%BA,+%D1%83%D0%BB.%D0%9D%D0%B0%D0%B1%D0%B5%D1%80%D0%B5%D0%B6%D0%BD%D0%B0%D1%8F,+72,+%D0%93%D1%83%D0%B1%D0%BD%D0%B8%D0%BA,+23746/@48.9494658,28.2340063,9z/data=!3m1!4b1!4m9!4m8!1m1!4e1!1m5!1m1!1s0x40cd768aa67fc0a5:0x24092428857b3a63!2m2!1d29.3148637!2d48.6177194?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",так,так,так,ні,ні,ні,так,так,так,ні
13,Вінницька,Канава,Заміський комплекс,Канава,"вул. Коцюбинського, 10",098-079-31-99 073-033-82-84,"від 1000,00 грн/доба",https://www.instagram.com/rodinnegnizdo/,"https://www.google.com/maps/dir/49.2306432,28.4000256/%D0%9A%D0%B0%D0%BD%D0%B0%D0%B2%D0%B0,+%D0%92%D1%96%D0%BD%D0%BD%D0%B8%D1%86%D1%8C%D0%BA%D0%B0+%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C,+23306/@49.1307186,28.4247832,11z/data=!3m1!4b1!4m9!4m8!1m1!4e1!1m5!1m1!1s0x40cd54eb514d35f5:0xd16008a26ca08cc8!2m2!1d28.6642057!2d48.9753315?entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",ні,так,так,ні,ні,ні,так,так,ні,ні
14,Вінницька,Вінниця,Басейн коплекс,VodaSkyVin,Тяжилів,096-449-99-96,"від 700,00 грн",https://www.instagram.com/vodaskyvin/,"https://www.google.com/maps/place/%D0%97%D0%BE%D0%BD%D0%B0+%D0%B2%D1%96%D0%B4%D0%BF%D0%BE%D1%87%D0%B8%D0%BD%D0%BA%D1%83+%C2%ABVodaSky%C2%BB/@49.2225393,28.3837602,12z/data=!4m10!1m2!2m1!1z0LLQvtC00LDRgdC60LDQuQ!3m6!1s0x472d5b9a8ae797f1:0xfb14c01c6669ec80!8m2!3d49.2225393!4d28.5361955!15sChDQstC-0LTQsNGB0LrQsNC5kgEFaG90ZWzgAQA!16s%2Fg%2F11zg32sz05?entry=ttu&g_ep=EgoyMDI2MDcwNS4wIKXMDSoASAFQAw%3D%3D",так,ні,ні,ні,ні,ні,так,так,так,ні
15,Вінницька,Лука-Мелешківська,Басейн коплекс,TerraMare,"вул.Центральна, 2б",073-344-00-44,"від 500,00 грн ",https://www.instagram.com/residenzaterramare/,"https://www.google.com/maps/place/%D0%A0%D0%B5%D0%B7%D0%B8%D0%B4%D0%B5%D0%BD%D1%86%D1%96%D1%8F+TerraMare/@49.2224807,28.38376,12z/data=!4m10!1m2!2m1!1z0YLQtdGA0YDQsNC80LDRgNC1!3m6!1s0x472d598fd48082a9:0x49cc422eb1a2ecab!8m2!3d49.1671017!4d28.4931278!15sChLRgtC10YDRgNCw0LzQsNGA0LUiA4gBAZIBBGxpZG_gAQA!16s%2Fg%2F11jk0wj1h5?entry=ttu&g_ep=EgoyMDI2MDcwNS4wIKXMDSoASAFQAw%3D%3D",так,так,так,ні,ні,ні,так,так,так,ні
16,Вінницька,Тютьки,База відпочинку,Берізка,Тютьки,067-430-85-55  068-430-85-55,"від 2000,00 грн/доба",https://www.instagram.com/sadiba.berizka/,"https://www.google.com/maps/place/%D0%91%D0%B5%D1%80%D1%96%D0%B7%D0%BA%D0%B0/@49.1630703,28.4394249,17z/data=!4m21!1m11!3m10!1s0x472d590b57d0e807:0xaa258e60cd9096e5!2z0JHQtdGA0ZbQt9C60LA!5m2!4m1!1i2!8m2!3d49.1630704!4d28.4442958!10e7!16s%2Fg%2F11btvg8wtc!3m8!1s0x472d590b57d0e807:0xaa258e60cd9096e5!5m2!4m1!1i2!8m2!3d49.1630704!4d28.4442958!16s%2Fg%2F11btvg8wtc?entry=ttu&g_ep=EgoyMDI2MDcwNS4wIKXMDSoASAFQAw%3D%3D",так,так,так,ні,так,так,ні,так,так,так
17,Вінницька,Лани,База відпочинку,Лани,"вул. Дружби, 51",067-100-12-14,"від 2000,00 грн/доба",https://www.instagram.com/lanu_vin/,"https://www.google.com/maps/place/%D0%A6%D0%95%D0%9D%D0%A2%D0%A0+%D0%A1%D0%86%D0%9C%D0%95%D0%99%D0%9D%D0%9E%D0%93%D0%9E+%D0%92%D0%86%D0%94%D0%9F%D0%9E%D0%A7%D0%98%D0%9D%D0%9A%D0%A3+%C2%AB%D0%9B%D0%90%D0%9D%D0%98%C2%BB/@49.1570958,28.3935995,17z/data=!3m1!4b1!4m6!3m5!1s0x472d5927b122702f:0x1b319e7b9fba59f8!8m2!3d49.1570958!4d28.3961744!16s%2Fg%2F1q62m77r5?entry=ttu&g_ep=EgoyMDI2MDcwNS4wIKXMDSoASAFQAw%3D%3D",так,так,так,так,так,ні,так,так,так,ні
18,Вінницька,Агрономічне,Басейн коплекс,Teren,Агрономічне,098-483-58-90,"від 5000,00 грн",https://www.instagram.com/teren.vn/,"https://www.google.com/maps?q=49.1895833,28.3806389&entry=gps&lucs=94275306,94224825,94227247,94227248,94231188,47071704,47069508,94218641,94203019,47084304&g_ep=CAISEjI1LjIyLjAuNzYzNTE5NzAyMBgAIIgnKlk5NDI3NTMwNiw5NDIyNDgyNSw5NDIyNzI0Nyw5NDIyNzI0OCw5NDIzMTE4OCw0NzA3MTcwNCw0NzA2OTUwOCw5NDIxODY0MSw5NDIwMzAxOSw0NzA4NDMwNEICVUE%3D&skid=81d0058b-325a-41cb-84c3-3653ca85ed12&g_st=com.google.maps.preview.copy",так,так,так,ні,так,ні,так,ні,так,ні
19,Вінницька,Садове,Готельно-рестораний комплекс,Батерфляй,"Масив Сонячний,1",067-433-45-10 068-691-96-00,"від 3000,00 грн/доба",https://www.instagram.com/butterfly_spahotel/,"https://www.google.com/maps/place/%D0%97%D0%B0%D0%BC%D1%96%D1%81%D1%8C%D0%BA%D0%B8%D0%B9+%D0%BA%D0%BE%D0%BC%D0%BF%D0%BB%D0%B5%D0%BA%D1%81+BUTTERFLY+SPA-HOTEL/@49.3240891,28.1197027,17z/data=!3m1!4b1!4m9!3m8!1s0x472d652c320f0057:0x689995ceead9496b!5m2!4m1!1i2!8m2!3d49.3240892!4d28.1245736!16s%2Fg%2F1ptxd8yhw?entry=ttu&g_ep=EgoyMDI2MDcwNS4wIKXMDSoASAFQAw%3D%3D",так,так,так,ні,так,так,ні,так,так,ні
20,Вінницька,Стрижавка,Риболовля,У Валери,вул. Дачна,067-958-03-51,"від 500,00 грн ",https://goldfishnet.in.ua/places/3470,"https://www.google.com/maps/place/%D0%A3+%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8/@49.311867,28.439719,17z/data=!3m1!4b1!4m6!3m5!1s0x472d43b0d661b509:0xd15830fc6a186277!8m2!3d49.311867!4d28.4422939!16s%2Fg%2F11xff2pgn7?entry=ttu&g_ep=EgoyMDI2MDcwNS4wIKXMDSoASAFQAw%3D%3D",ні,ні,так,ні,ні,так,ні,ні,ні,ні
21,Вінницька,Вінниця,Оренда подобово,Stefania,Замкова гора,097-11-77-404,"від 5600,00 грн/доба",https://www.instagram.com/stefania_aframe/,,так,так,ні,так,ні,ні,так,ні,так,ні
22,Вінницька,Широка Гребля,База відпочинку,Ранчо Санчо,Широка Гредля,098-551-27-65,"від 3200,00 грн/доба",https://www.instagram.com/rancho__sancho/,,так,так,ні,ні,ні,ні,так,так,так,ні
23,Вінницька,Печера,База відпочинку,Печера,"вул. Чкалова, 11",096-693-59-98,"від 2000,00 грн/доба",https://www.instagram.com/vidpochunok_pejora_vin/,"https://www.google.com/maps/dir//%D0%9F%D0%B5%D1%87%D0%B5%D1%80%D0%B0,+P36,+%D0%9F%D0%B5%D1%87%D0%B5%D1%80%D0%B0,+%D0%92%D1%96%D0%BD%D0%BD%D0%B8%D1%86%D1%8C%D0%BA%D0%B0+%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C,+23610/@48.853944,28.7167807,16.39z/data=!4m16!1m7!3m6!1s0x40cd50248ae202bd:0xb713efd0d4db6679!2z0J_QtdGH0LXRgNCw!8m2!3d48.8546951!4d28.7256593!16s%2Fg%2F11cnc91ybr!4m7!1m0!1m5!1m1!1s0x40cd50248ae202bd:0xb713efd0d4db6679!2m2!1d28.7256585!2d48.8546742?entry=ttu&g_ep=EgoyMDI2MDcwOC4wIKXMDSoASAFQAw%3D%3D",так,так,так,так,так,ні,так,так,так,ні
24,Вінницька,Вінниця,Відпочинок,Вишня,вул.Джерельна,067-614-11-55,"від 1200,00 грн",https://www.instagram.com/besidka.vn.ua/,"https://www.google.com/maps/place/%C2%AB%D0%92%D0%B8%D1%88%D0%BD%D1%8F%C2%BB+%D0%B1%D0%B5%D1%81%D1%96%D0%B4%D0%BA%D0%B8+%D0%B7+%D0%BC%D0%B0%D0%BD%D0%B3%D0%B0%D0%BB%D0%BE%D0%BC+%D0%B1%D1%96%D0%BB%D1%8F+%D0%BE%D0%B7%D0%B5%D1%80%D0%B0+%D0%B2+%D0%92%D1%96%D0%BD%D0%BD%D0%B8%D1%86%D1%96+(online+%D0%B1%D1%80%D0%BE%D0%BD%D1%8E%D0%B2%D0%B0%D0%BD%D0%BD%D1%8F),+%D0%B2%D1%83%D0%BB%D0%B8%D1%86%D1%8F+%D0%90%D0%BD%D0%B4%D1%80%D1%96%D1%8F+%D0%9F%D0%B5%D1%80%D0%B2%D0%BE%D0%B7%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B3%D0%BE,+%D0%92%D1%96%D0%BD%D0%BD%D0%B8%D1%86%D1%8F,+%D0%92%D1%96%D0%BD%D0%BD%D0%B8%D1%86%D1%8C%D0%BA%D0%B0+%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C,+21029/data=!4m2!3m1!1s0x472d5db035dfafd9:0xe1dbf938e97d55dd?utm_source=mstt_1&entry=gps&lucs=47068615&g_ep=CAESCTExLjk0LjMwMxgAIIgnKgg0NzA2ODYxNUICVUE%3D",ні,ні,так,ні,ні,ні,так,так,ні,ні
25,Вінницька,Вінниця,Басейн коплекс,Вишня,вул.Джерельна,https://basein-vyshnia.event.net.ua/,"від 500,00 грн ",https://www.instagram.com/basein.vn.ua/,"https://www.google.com/maps/place/%D0%9C%D1%96%D1%81%D1%86%D0%B5+%D0%B2%D1%96%D0%B4%D0%BF%D0%BE%D1%87%D0%B8%D0%BD%D0%BA%D1%83+%C2%AB%D0%92%D0%B8%D1%88%D0%BD%D1%8F%C2%BB+%D0%91%D0%90%D0%A1%D0%95%D0%99%D0%9D+%D0%91%D0%95%D0%A1%D0%86%D0%94%D0%9A%D0%98/@49.2239793,28.392038,17z/data=!4m14!1m7!3m6!1s0x472d5db035dfafd9:0xe1dbf938e97d55dd!2z0JzRltGB0YbQtSDQstGW0LTQv9C-0YfQuNC90LrRgyDCq9CS0LjRiNC90Y_CuyDQkdCQ0KHQldCZ0J0g0JHQldCh0IbQlNCa0Jg!8m2!3d49.2239793!4d28.3946129!16s%2Fg%2F11r9l2tz6j!3m5!1s0x472d5db035dfafd9:0xe1dbf938e97d55dd!8m2!3d49.2239793!4d28.3946129!16s%2Fg%2F11r9l2tz6j?entry=ttu&g_ep=EgoyMDI2MDcwOC4wIKXMDSoASAFQAw%3D%3D",так,ні,так,ні,ні,ні,так,ні,так,ні
26,Вінницька,Мітківка,Оренда подобово,Дідова дача,"вул.Набережна,6",098-007-98-91,"від 4500,00 грн /доба",https://www.instagram.com/didova_dacha/,"https://www.google.com/maps/place/%D0%9C%D0%B8%D1%82%D0%BA%D1%96%D0%B2%D0%BA%D0%B0,+%D0%92%D1%96%D0%BD%D0%BD%D0%B8%D1%86%D1%8C%D0%BA%D0%B0+%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C,+24342/@48.5536159,29.3478514,16.47z/data=!4m6!3m5!1s0x40cd9e3a270693bb:0x2633aeba9542a6f4!8m2!3d48.5567823!4d29.3451858!16s%2Fg%2F1229l2xr?entry=ttu&g_ep=EgoyMDI2MDcwOC4wIKXMDSoASAFQAw%3D%3D",так,так,так,ні,ні,так,ні,так,так,ні
27,Вінницька,Щітки,База відпочинку,у Григорія,"вул.Миру,94",096-262-81-66,"від 2000,00 грн/доба",https://www.instagram.com/ugrygoria/,"https://www.google.com/maps/place/%D1%83+%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%96%D1%8F/@49.1923711,28.5870761,17z/data=!3m1!4b1!4m6!3m5!1s0x472d51be68861beb:0xaa4cd252ffaa985e!8m2!3d49.1923711!4d28.589651!16s%2Fg%2F11q88txb2s?entry=ttu&g_ep=EgoyMDI2MDcwOC4wIKXMDSoASAFQAw%3D%3D",ні,так,так,так,ні,так,ні,так,ні,ні
28,Вінницька,Писарівка,База відпочинку,Ставок Лісовий,Писарівка,067-286-70-36  067-430-05-85,"від 2000,00 грн/доба",https://www.instagram.com/stavlisovii/,"https://www.google.com/maps/place/%D0%A1%D1%82%D0%B0%D0%B2+%D0%9B%D1%96%D1%81%D0%BE%D0%B2%D0%B8%D0%B9/@49.1861722,28.5878166,17z/data=!3m1!4b1!4m6!3m5!1s0x472d517b5da7b037:0xee861d1b9077c98f!8m2!3d49.1861722!4d28.5903915!16s%2Fg%2F11h4kcyrkq?entry=ttu&g_ep=EgoyMDI2MDcwOC4wIKXMDSoASAFQAw%3D%3D",ні,так,так,ні,ні,так,ні,ні,ні,ні
29,Вінницька,Михайлівка,База відпочинку,Lavanda,Михайлівка,098-689-82-44  067-433-35-17,"від 2000,00 грн/доба",https://www.instagram.com/lavan.da2023/,"https://www.google.com/maps/place/%D0%91%D0%B0%D0%B7%D0%B0+%D0%B2%D1%96%D0%B4%D0%BF%D0%BE%D1%87%D0%B8%D0%BD%D0%BA%D1%83+%22%D0%9B%D0%B0%D0%B2%D0%B0%D0%BD%D0%B4%D0%B0%22/@49.2256217,28.3573879,11z/data=!4m10!1m2!2m1!1z0LvQsNCy0LDQvdC00LAg0LzQuNGF0LDQudC70ZbQstC60LA!3m6!1s0x472d4f00050f221f:0xede76acbf8926c07!8m2!3d49.2086553!4d28.7238853!15sCiPQu9Cw0LLQsNC90LTQsCDQvNC40YXQsNC50LvRltCy0LrQsFolIiPQu9Cw0LLQsNC90LTQsCDQvNC40YXQsNC50LvRltCy0LrQsJIBEXJlY3JlYXRpb25fY2VudGVymgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDI1T01WRnNiRE5sUms1VFZtdDRiMkZJWkZCVmVtTjBZbXRhU1dKclJSQULgAQD6AQUIkAEQMQ!16s%2Fg%2F11ltwvskp4?entry=ttu&g_ep=EgoyMDI2MDcwOC4wIKXMDSoASAFQAw%3D%3D",ні,так,так,так,ні,так,так,так,ні,ні
30,Вінницька,Селище,База відпочинку,Мальви,"Замкова,31",067-443-21-91,"від 3000,00 грн/доба",https://www.instagram.com/malvy.vn/,"https://www.google.com/maps/place/%D0%B2%D1%83%D0%BB%D0%B8%D1%86%D1%8F+%D0%97%D0%B0%D0%BC%D0%BA%D0%BE%D0%B2%D0%B0,+%D0%92%D1%96%D0%BD%D0%BD%D0%B8%D1%86%D1%8C%D0%BA%D0%B0+%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C/@49.1335346,28.3563695,17.75z/data=!4m10!1m2!2m1!1z0LLRg9C70LjRhtGPINCX0LDQvNC60L7QstCwLCA4MSwg0KHQtdC70LjRidC1LCDQktGW0L3QvdC40YbRjNC60LAg0L7QsdC70LDRgdGC0Yw!3m6!1s0x472d58b226b61811:0x34c28a4af39077ac!8m2!3d49.1334804!4d28.357659!15sClDQstGD0LvQuNGG0Y8g0JfQsNC80LrQvtCy0LAsIDgxLCDQodC10LvQuNGJ0LUsINCS0ZbQvdC90LjRhtGM0LrQsCDQvtCx0LvQsNGB0YLRjJIBBXJvdXRl4AEA!16s%2Fg%2F11c0rgqzd6?entry=ttu&g_ep=EgoyMDI2MDcwOC4wIKXMDSoASAFQAw%3D%3D",так,так,так,ні,так,ні,ні,так,так,ні
31,Вінницька,Нова Прилука,Глемпінг,Verba,вул. Набережна 76,067-367-39-79,"від 3600,00 грн/доба",https://www.instagram.com/verba.vin/,"https://www.google.com/maps/place/%D0%B2%D1%83%D0%BB.+%D0%9D%D0%B0%D0%B1%D0%B5%D1%80%D0%B5%D0%B6%D0%BD%D0%B0,+76,+%D0%9D%D0%BE%D0%B2%D0%B0+%D0%9F%D1%80%D0%B8%D0%BB%D1%83%D0%BA%D0%B0,+%D0%92%D1%96%D0%BD%D0%BD%D0%B8%D1%86%D1%8C%D0%BA%D0%B0+%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C,+21001/@49.3902395,28.7010445,17z/data=!4m15!1m8!3m7!1s0x472d3887f57014cf:0x7b56bb1011c16778!2z0LLRg9C7LiDQndCw0LHQtdGA0LXQttC90LAsIDc2LCDQndC-0LLQsCDQn9GA0LjQu9GD0LrQsCwg0JLRltC90L3QuNGG0YzQutCwINC-0LHQu9Cw0YHRgtGMLCAyMTAwMQ!3b1!8m2!3d49.3902395!4d28.7036194!16s%2Fg%2F11y3t97wp4!3m5!1s0x472d3887f57014cf:0x7b56bb1011c16778!8m2!3d49.3902395!4d28.7036194!16s%2Fg%2F11y3t97wp4?entry=ttu&g_ep=EgoyMDI2MDcwOC4wIKXMDSoASAFQAw%3D%3D",так,так,так,ні,ні,ні,так,ні,так,ні
32,Вінницька,Лука-Мелешківська,Оренда подобово,CHILL.CHAN,"вул.Центральна, 2б",063-758-01-87,"від 3500,00 грн/доба",https://www.instagram.com/chill.chan.house/,"https://www.google.com/maps?q=49.1674368,28.4918689&entry=gps&lucs=,94242523,94224825,94227247,94227248,47071704,47069508,94218641,94203019,47084304,94208458,94208447&g_ep=CAISDTYuMTM2LjAuODc4MzAYACCIJypjLDk0MjQyNTIzLDk0MjI0ODI1LDk0MjI3MjQ3LDk0MjI3MjQ4LDQ3MDcxNzA0LDQ3MDY5NTA4LDk0MjE4NjQxLDk0MjAzMDE5LDQ3MDg0MzA0LDk0MjA4NDU4LDk0MjA4NDQ3QgJVQQ%3D%3D&g_st=com.google.maps.preview.copy",так,так,так,так,так,ні,так,так,так,ні
